Unit ID,Inc #,Location,Latitude,Longitude,Inc Type,Started,Ended,Time Spent
106,19010882,752 EAST 2ND ST,40.628617,-74.412661,HOTSPOT PTRL,2/22/2019 13:35,2/22/2019 13:45,9.72
106,19011027,1147 SOUTH AV,40.629917,-74.400891,HOTSPOT PTRL,2/23/2019 7:54,2/23/2019 8:10,16.57
106,19011037,720 RICHMOND ST,40.620219,-74.411367,HOTSPOT PTRL,2/23/2019 9:14,2/23/2019 9:29,15.02
103,19011236,950 PARK AV,40.611937,-74.412372,HOTSPOT PTRL,2/24/2019 12:45,2/24/2019 12:58,13.65
103,19011248,800 HOBERT AV,40.600767,-74.430442,HOTSPOT PTRL,2/24/2019 14:09,2/24/2019 14:25,15.92
104,19011299,111 EAST FRONT ST,40.618968,-74.423645,HOTSPOT PTRL,2/24/2019 19:05,2/24/2019 19:16,10.92
102,19011845,130 WEST FRONT ST,40.618187,-74.424488,HOTSPOT PTRL,2/27/2019 8:54,2/27/2019 9:10,16.27
101,19012306,921 WEST 5TH ST,40.60397,-74.433534,PROACTIVE PTRL,3/1/2019 16:16,3/1/2019 16:31,15.45
106,19012453,1147 SOUTH AV,40.629917,-74.400891,HOTSPOT PTRL,3/2/2019 9:53,3/2/2019 10:09,16.33
103,19012612,950 PARK AV,40.611937,-74.412372,PROACTIVE PTRL,3/3/2019 8:04,3/3/2019 8:20,16.5
106,19012633,1147 SOUTH AV,40.629917,-74.400891,HOTSPOT PTRL,3/3/2019 10:18,3/3/2019 10:26,7.9
105,19012699,316 FRANKLIN PL,40.617927,-74.412649,HOTSPOT PTRL,3/3/2019 17:58,3/3/2019 18:24,26.35
102,19012712,300 LIBERTY ST,40.613226,-74.426383,HOTSPOT PTRL,3/3/2019 18:45,3/3/2019 18:53,8.27
105,19012864,249 EAST 9TH ST,40.616708,-74.412776,HOTSPOT PTRL,3/4/2019 19:35,3/4/2019 19:47,11.62
102,19012881,551 WEST FRONT ST,40.61373,-74.430816,HOTSPOT PTRL,3/4/2019 21:09,3/4/2019 21:16,7.18
101,19013630,400 PRESCOTT PL,40.603816,-74.435402,HOTSPOT PTRL,3/8/2019 13:25,3/8/2019 13:41,15.45
101,19014686,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,3/14/2019 14:20,3/14/2019 14:52,32.27
101,19014826,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,3/15/2019 11:37,3/15/2019 11:40,3.1
104,19015014,111 EAST FRONT ST,40.618968,-74.423645,HOTSPOT PTRL,3/16/2019 3:33,3/16/2019 3:49,16.25
105,19015019,800 3RD PL,40.614451,-74.415046,HOTSPOT PTRL,3/16/2019 7:25,3/16/2019 7:45,19.25
101,19015391,921 WEST 5TH ST,40.60397,-74.433534,HOTSPOT PTRL,3/18/2019 10:41,3/18/2019 10:51,10.1
101,19015508,921 WEST 5TH ST,40.60377,-74.433763,HOTSPOT PTRL,3/19/2019 7:28,3/19/2019 7:44,15.45
102,19015663,215 WEST FRONT ST,40.617769,-74.424698,HOTSPOT PTRL,3/20/2019 0:36,3/20/2019 0:47,10.45
101,19015913,921 WEST 5TH ST,40.60397,-74.433534,HOTSPOT PTRL,3/21/2019 7:26,3/21/2019 7:57,30.82
101,19016482,1810 WEST FRONT ST,40.596166,-74.456544,HOTSPOT PTRL,3/24/2019 16:18,3/24/2019 16:37,18.62
101,19016590,312 BERGEN ST,40.60125,-74.441335,HOTSPOT PTRL,3/25/2019 8:51,3/25/2019 9:08,16.83
105,19016604,908 CARNEGIE AV,40.616866,-74.411151,PROACTIVE PTRL,3/25/2019 10:03,3/25/2019 10:20,17.63
104,19016773,108 CHURCH ST,40.620761,-74.421174,HOTSPOT PTRL,3/26/2019 7:56,3/26/2019 8:10,14.63
104,19017146,111 EAST FRONT ST,40.618968,-74.423645,HOTSPOT PTRL,3/28/2019 10:47,3/28/2019 11:05,17.75
103,19017714,950 PARK AV,40.611937,-74.412372,HOTSPOT PTRL,3/31/2019 9:18,3/31/2019 10:06,47.87
153,19017727,900 PARK AV,40.613058,-74.414281,HOTSPOT PTRL,3/31/2019 10:56,3/31/2019 11:08,11.95
106,19017881,839 GEORGE ST,40.629319,-74.409123,HOTSPOT PTRL,4/1/2019 8:16,4/1/2019 8:26,9.82
101,19017894,227 GRANT AV,40.607453,-74.433813,HOTSPOT PTRL,4/1/2019 9:25,4/1/2019 9:27,2.13
105,19017926,248 EAST 9TH ST,40.616682,-74.412557,HOTSPOT PTRL,4/1/2019 12:14,4/1/2019 12:29,15.88
106,19018096,200 EAST FRONT ST,40.620206,-74.422044,PROACTIVE PTRL,4/2/2019 1:58,4/2/2019 2:48,49.77
106,19018372,839 GEORGE ST,40.629319,-74.409123,HOTSPOT PTRL,4/3/2019 8:48,4/3/2019 9:23,34.7
103,19018373,939 BEECHWOOD CT,40.606299,-74.419809,HOTSPOT PTRL,4/3/2019 9:23,4/3/2019 9:47,23.47
101,19018835,227 GRANT AV,40.607453,-74.433813,HOTSPOT PTRL,4/5/2019 17:40,4/5/2019 17:46,5.78
104,19018934,111 EAST FRONT ST,40.618968,-74.423645,HOTSPOT PTRL,4/6/2019 8:48,4/6/2019 9:13,25.83
104,19019212,200 EAST FRONT ST,40.620206,-74.422044,HOTSPOT PTRL,4/7/2019 17:08,4/7/2019 17:19,11.33
104,19019726,200 EAST 2ND ST,40.619603,-74.420834,HOTSPOT PTRL,4/10/2019 9:19,4/10/2019 9:26,7.67
104,19019811,200 EAST FRONT ST,40.620206,-74.422044,HOTSPOT PTRL,4/10/2019 16:17,4/10/2019 16:38,21.78
101,19019978,755 WEST FRONT ST,40.609476,-74.435804,HOTSPOT PTRL,4/11/2019 11:10,4/11/2019 11:21,11.6
101,19019989,PRESCOTT PL & WEST 3RD ST,40.60507,-74.43678,HOTSPOT PTRL,4/11/2019 11:44,4/11/2019 12:24,39.92
110,19020353,700 WEST 4TH ST,40.608181,-74.430726,HOTSPOT PTRL,4/13/2019 1:27,4/13/2019 1:33,5.95
108,19020960,109 NORTH AV,40.617994,-74.421957,HOTSPOT PTRL,4/16/2019 0:20,4/16/2019 0:28,7.82
101,19020987,227 GRANT AV,40.607453,-74.433813,HOTSPOT PTRL,4/16/2019 7:47,4/16/2019 8:07,20
101,19022719,200 MUHLENBERG PL,40.609789,-74.431789,HOTSPOT PTRL,4/24/2019 7:07,4/24/2019 7:21,13.18
106,19022970,143 JOHNSTON AV,40.631206,-74.41129,HOTSPOT PTRL,4/25/2019 7:31,4/25/2019 7:52,20.97
101,19023179,755 WEST FRONT ST,40.609476,-74.435804,HOTSPOT PTRL,4/26/2019 7:14,4/26/2019 7:31,16.65
101,19023472,200 MUHLENBERG PL,40.609789,-74.431789,HOTSPOT PTRL,4/27/2019 8:34,4/27/2019 8:49,15.55
106,19023718,143 JOHNSTON AV,40.631206,-74.41129,HOTSPOT PTRL,4/28/2019 12:25,4/28/2019 12:41,15.9
101,19026835,MUHLENBERG PL & WEST 3RD ST,40.60991,-74.43042,HOTSPOT PTRL,5/13/2019 7:42,5/13/2019 7:59,17.2
101,19026863,755 WEST FRONT ST,40.609476,-74.435804,HOTSPOT PTRL,5/13/2019 10:13,5/13/2019 10:19,6.38
102,19026891,130 WEST FRONT ST,40.618187,-74.424488,HOTSPOT PTRL,5/13/2019 13:20,5/13/2019 13:45,24.9
110,19027486,248 EAST 9TH ST,40.616682,-74.412557,PROACTIVE PTRL,5/16/2019 3:02,5/16/2019 3:08,6
105,19028153,346 FRANKLIN PL,40.619005,-74.412876,HOTSPOT PTRL,5/19/2019 7:59,5/19/2019 8:19,19.28
102,19030524,311 WEST FRONT ST,40.617024,-74.425833,HOTSPOT PTRL,5/30/2019 10:52,5/30/2019 11:22,30.2
101,19034386,926 WEST 3RD ST,40.605461,-74.436357,HOTSPOT PTRL,6/19/2019 10:35,6/19/2019 10:57,22.15
103,19035923,821 CENTRAL AV,40.610994,-74.417834,HOTSPOT PTRL,6/27/2019 7:13,6/27/2019 7:30,17.27
103,19036210,120 RANDOLPH RD,40.606995,-74.410631,HOTSPOT PTRL,6/28/2019 10:45,6/28/2019 10:49,4.25
103,19036487,716 FIELD AV,40.610691,-74.421134,HOTSPOT PTRL,6/29/2019 9:33,6/29/2019 9:39,6.33
106,19037055,1035 SOUTH AV,40.628681,-74.402855,PROACTIVE PTRL,7/1/2019 14:39,7/1/2019 15:01,21.77
103,19038310,421 PARKSIDE RD,40.601768,-74.417319,HOTSPOT PTRL,7/8/2019 7:43,7/8/2019 8:00,16.58
101,19038767,686 WEST FRONT ST,40.611155,-74.434186,HOTSPOT PTRL,7/10/2019 20:09,7/10/2019 20:18,8.98
101,19038802,300 LIBERTY ST,40.613226,-74.426383,HOTSPOT PTRL,7/10/2019 22:37,7/10/2019 22:44,7
103,19039600,412 PARKSIDE RD,40.601943,-74.416967,PROACTIVE PTRL,7/15/2019 7:26,7/15/2019 7:37,11.17
101,19039601,921 WEST 5TH ST,40.60397,-74.433534,HOTSPOT PTRL,7/15/2019 7:27,7/15/2019 7:47,20.18
101,19039819,744 WEST 3RD ST,40.607683,-74.433102,HOTSPOT PTRL,7/16/2019 7:43,7/16/2019 8:04,20.98
101,19039834,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,7/16/2019 10:00,7/16/2019 10:24,23.58
104,19040020,510 EAST FRONT ST,40.62486,-74.41742,HOTSPOT PTRL,7/17/2019 8:13,7/17/2019 8:35,21.97
106,19040220,337 JOHNSTON AV,40.62865,-74.406866,PROACTIVE PTRL,7/18/2019 11:44,7/18/2019 11:54,10.25
103,19044864,LARAMIE RD,,,HOTSPOT PTRL,8/9/2019 11:58,8/9/2019 12:15,17.87
102,19045665,311 WEST FRONT ST,40.617024,-74.425833,HOTSPOT PTRL,8/13/2019 12:06,8/13/2019 12:32,26.1
103,19045868,400 PARKSIDE RD,,,PROACTIVE PTRL,8/14/2019 8:04,8/14/2019 8:16,11.13
105,19046823,830 2ND PL,40.615349,-74.413084,PROACTIVE PTRL,8/18/2019 8:34,8/18/2019 8:58,24.25
105,19047189,720 CARLTON AV,40.621221,-74.41004,PROACTIVE PTRL,8/20/2019 12:09,8/20/2019 12:22,13.57
101,19047675,400 JOHN ST,40.609527,-74.428822,HOTSPOT PTRL,8/22/2019 21:19,8/22/2019 21:34,14.98
101,19047777,900 WEST 5TH ST,40.604601,-74.433096,HOTSPOT PTRL,8/23/2019 11:14,8/23/2019 11:32,18.25
103,19049512,716 FIELD AV,40.610691,-74.421134,HOTSPOT PTRL,9/1/2019 9:25,9/1/2019 9:52,26.97
105,19049578,950 PARK AV,40.611937,-74.412372,HOTSPOT PTRL,9/1/2019 15:44,9/1/2019 16:01,17.58
105,19050796,830 2ND PL,40.615349,-74.413084,HOTSPOT PTRL,9/7/2019 10:26,9/7/2019 10:29,3.23
104,19050825,346 FRANKLIN PL,40.619005,-74.412876,HOTSPOT PTRL,9/7/2019 13:58,9/7/2019 15:11,72.42
103,19051010,716 FIELD AV,40.610691,-74.421134,HOTSPOT PTRL,9/8/2019 7:53,9/8/2019 8:08,15.07
101,19051184,1136 WEST 6TH ST,40.599586,-74.437131,HOTSPOT PTRL,9/9/2019 8:37,9/9/2019 8:39,2.17
101,19051275,744 WEST 3RD ST,40.607683,-74.433102,HOTSPOT PTRL,9/9/2019 18:46,9/9/2019 19:04,18.68
101,19051398,1136 WEST 6TH ST,40.599586,-74.437131,HOTSPOT PTRL,9/10/2019 9:46,9/10/2019 10:10,24.1
105,19054843,300 FRANKLIN PL,40.617354,-74.412608,PROACTIVE PTRL,9/25/2019 23:03,9/25/2019 23:26,23.03
101,19054863,631 SOUTH 2ND ST,40.61129,-74.430387,HOTSPOT PTRL,9/26/2019 0:09,9/26/2019 0:25,15.83
103,19054893,935 PLAINFIELD AV,40.606187,-74.420883,PROACTIVE PTRL,9/26/2019 2:37,9/26/2019 2:53,15.43
103,19054900,513 RANDOLPH RD,40.606068,-74.419536,PROACTIVE PTRL,9/26/2019 2:56,9/26/2019 3:14,17.33
102,19055140,533 WEST 3RD ST,40.61242,-74.42699,HOTSPOT PTRL,9/27/2019 2:34,9/27/2019 2:53,18.65
101,19055145,1217 WEST FRONT ST,40.60287,-74.445817,HOTSPOT PTRL,9/27/2019 2:54,9/27/2019 3:12,17.98
105,19056228,248 EAST 9TH ST,40.616682,-74.412557,PROACTIVE PTRL,10/3/2019 5:02,10/3/2019 5:18,15.95
105,19056229,807 HILLSIDE AV,40.619525,-74.405756,PROACTIVE PTRL,10/3/2019 5:22,10/3/2019 5:38,16.47
101,19056249,657 WEST FRONT ST,40.611713,-74.43327,HOTSPOT PTRL,10/3/2019 8:44,10/3/2019 9:05,20.62
103,19057979,700 FIELD AV,40.611035,-74.421643,PROACTIVE PTRL,10/12/2019 10:52,10/12/2019 12:15,83.12
106,19058552,337 JOHNSTON AV,40.62865,-74.406866,PROACTIVE PTRL,10/15/2019 12:23,10/15/2019 12:49,26.12
109,19058784,750 WEBSTER PL,40.621273,-74.407101,HOTSPOT PTRL,10/16/2019 18:12,10/16/2019 18:22,10.07
101,19060501,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,10/26/2019 7:46,10/26/2019 8:03,17.07
101,19060710,755 WEST FRONT ST,40.609476,-74.435804,PROACTIVE PTRL,10/27/2019 10:36,10/27/2019 10:52,15.42
106,19060954,212 TERRILL RD,40.639673,-74.400733,HOTSPOT PTRL,10/28/2019 16:25,10/28/2019 16:48,23.8
101,19062048,1350 MYRTLE AV,40.603496,-74.449291,PROACTIVE PTRL,11/3/2019 15:32,11/3/2019 16:04,32.28
108,19062623,EAST 2ND ST & RICHMOND ST,40.62385,-74.41683,HOTSPOT PTRL,11/6/2019 14:13,11/6/2019 14:57,44.05
109,19063236,111 EAST FRONT ST,40.618968,-74.423645,HOTSPOT PTRL,11/10/2019 2:15,11/10/2019 2:24,9.38
105,19063274,1021 WATCHUNG AV,40.617456,-74.409968,HOTSPOT PTRL,11/10/2019 8:58,11/10/2019 9:10,11.72
103,19064122,716 FIELD AV,40.610691,-74.421134,HOTSPOT PTRL,11/14/2019 10:30,11/14/2019 10:35,5.02
101,19066857,10 CLINTON AV,40.603117,-74.446464,HOTSPOT PTRL,11/29/2019 12:29,11/29/2019 12:52,22.67
101,19069375,1430 WILLEVER ST,40.598999,-74.447698,HOTSPOT PTRL,12/14/2019 13:54,12/14/2019 14:04,9.72
101,20000829,900 WEST 3RD ST,40.606133,-74.43531,HOTSPOT PTRL,1/6/2020 8:45,1/6/2020 8:56,11.05
101,20002731,941 WEST 5TH ST,40.603471,-74.434107,HOTSPOT PTRL,1/15/2020 7:33,1/15/2020 7:55,22.73
101,20003756,900 WEST 3RD ST,40.606133,-74.43531,HOTSPOT PTRL,1/21/2020 7:38,1/21/2020 7:44,6.88
101,20003814,1419 MYRTLE AV,40.60257,-74.4504,HOTSPOT PTRL,1/21/2020 13:29,1/21/2020 13:51,22.62
101,20003819,PRESCOTT PL,,,HOTSPOT PTRL,1/21/2020 14:13,1/21/2020 14:39,25.57
101,20004185,217 LEE PL,40.606692,-74.435605,HOTSPOT PTRL,1/23/2020 7:40,1/23/2020 7:45,4.58
105,20004190,1016 PUTNAM AV,40.619474,-74.410298,HOTSPOT PTRL,1/23/2020 8:24,1/23/2020 8:50,26.73
101,20004197,1419 MYRTLE AV,40.60257,-74.4504,HOTSPOT PTRL,1/23/2020 8:54,1/23/2020 9:22,27.67
106,20004782,142 SUMNER AV,40.636257,-74.408564,HOTSPOT PTRL,1/26/2020 7:31,1/26/2020 7:54,22.73
102,20004855,400 PARK AV,40.616738,-74.420542,HOTSPOT PTRL,1/26/2020 18:09,1/26/2020 18:11,1.75
101,20005322,324 PRESCOTT PL,40.604306,-74.436071,HOTSPOT PTRL,1/29/2020 10:51,1/29/2020 11:11,20.58
104,20006106,248 ORANGE PL,40.622301,-74.422221,PROACTIVE PTRL,2/2/2020 0:18,2/2/2020 0:34,15.65
101,20006977,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,2/7/2020 7:58,2/7/2020 8:02,4.33
106,20007215,142 SUMNER AV,40.636257,-74.408564,HOTSPOT PTRL,2/8/2020 8:12,2/8/2020 8:33,20.82
101,20007218,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,2/8/2020 8:36,2/8/2020 8:51,14.9
103,20007465,10 LARAMIE RD,40.605681,-74.40534,HOTSPOT PTRL,2/9/2020 12:02,2/9/2020 12:14,11.82
104,20007764,108 CHURCH ST,40.620761,-74.421174,PROACTIVE PTRL,2/11/2020 8:44,2/11/2020 8:49,5.15
101,20008231,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,2/14/2020 9:53,2/14/2020 10:07,14.6
103,20008278,711 PLAINFIELD AV,40.608896,-74.423522,HOTSPOT PTRL,2/14/2020 13:18,2/14/2020 13:44,26.1
101,20008465,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,2/15/2020 8:59,2/15/2020 9:22,23.22
101,20008476,921 WEST 5TH ST,40.60397,-74.433534,HOTSPOT PTRL,2/15/2020 10:26,2/15/2020 10:59,32.17
105,20008686,1025 WATCHUNG AV,40.617476,-74.409798,HOTSPOT PTRL,2/16/2020 14:34,2/16/2020 14:50,16.75
106,20009781,1005 EAST FRONT ST,40.633473,-74.412605,HOTSPOT PTRL,2/22/2020 8:13,2/22/2020 8:45,32.52
106,20009970,1005 EAST FRONT ST,40.633473,-74.412605,HOTSPOT PTRL,2/23/2020 12:19,2/23/2020 12:50,30.8
103,20011643,711 PLAINFIELD AV,40.608896,-74.423522,PROACTIVE PTRL,3/3/2020 10:26,3/3/2020 10:40,14.03
101,20011923,1360 MYRTLE AV,40.603375,-74.449482,HOTSPOT PTRL,3/4/2020 14:18,3/4/2020 14:40,21.67
101,20012672,1350 MYRTLE AV,40.603496,-74.449291,HOTSPOT PTRL,3/9/2020 8:18,3/9/2020 8:29,11.02
101,20013417,900 WEST 5TH ST,40.604601,-74.433096,HOTSPOT PTRL,3/12/2020 10:27,3/12/2020 10:36,9.23
104,20013585,1147 SOUTH AV,40.629917,-74.400891,HOTSPOT PTRL,3/13/2020 8:06,3/13/2020 8:12,5.82
101,20014171,1430 WILLEVER ST,40.598999,-74.447698,HOTSPOT PTRL,3/17/2020 11:22,3/17/2020 11:47,25.68
105,20015143,346 FRANKLIN PL,40.619005,-74.412876,HOTSPOT PTRL,3/26/2020 16:43,3/26/2020 17:07,24.13
,,,,,,,,
,,,,,,,,
Averages,,,,,,,,19.1256691
411 record(s),,,,,,,,